,source_station_id,target_station_id,route_id,x_source,y_source,x_target,y_target,lon_source,lat_source,lon_target,lat_target,direction
64,place-sougr,place-lake,green-b,24.142135630000013,84.85281369999998,14.142135630000013,84.85281369999998,-71.157661,42.3396,-71.157661,42.3396,0
21,place-bbsta,place-tumnl,orange,171.92388157000005,63.63961026,178.99494938000004,70.71067807,-71.075727,42.34735,-71.075727,42.34735,1
22,place-ccmnl,place-sull,orange,207.27922063,118.99494932,207.27922063,128.99494932,-71.069533,42.373622,-71.069533,42.373622,1
23,place-chncl,place-dwnxg,orange,186.0660172,77.78174587999999,193.13708501,84.85281369999998,-71.062752,42.352547,-71.062752,42.352547,1
24,place-dwnxg,place-state,orange,193.13708501,84.85281369999998,200.20815282,91.92388151,-71.060225,42.355518,-71.060225,42.355518,1
25,place-forhl,place-grnst,orange,122.42640689,14.142135620000005,129.49747470200003,21.21320341999999,-71.113943,42.300713,-71.113943,42.300713,1
26,place-grnst,place-sbmnl,orange,129.49747470200003,21.21320341999999,136.56854251,28.28427121999999,-71.107414,42.310525,-71.107414,42.310525,1
27,place-haecl,place-north,orange,200.2081528,106.06601713,200.2081528,116.06601713,-71.05829,42.363021,-71.05829,42.363021,1
28,place-jaksn,place-rcmnl,orange,143.63961033000004,35.35533901999999,150.71067814000003,42.42640682,-71.099592,42.323132,-71.099592,42.323132,1
29,place-masta,place-bbsta,orange,164.85281376000003,56.56854242,171.92388157000005,63.63961026,-71.083423,42.341512,-71.083423,42.341512,1
30,place-mlmnl,place-ogmnl,orange,207.27922063,158.99494932,207.27922063,168.99494932,-71.07411,42.426632,-71.07411,42.426632,1
31,place-north,place-ccmnl,orange,200.2081528,116.06601713,207.27922063,118.99494932,-71.06129,42.365577,-71.06129,42.365577,1
32,place-rcmnl,place-rugg,orange,150.71067814000003,42.42640682,157.78174595000002,49.49747461999999,-71.095451,42.331397,-71.095451,42.331397,1
